Index,Value
0,0.5265056548232849
1,4.414128556718456
2,1.3797606927248485
3,8.749721083063669
4,5.722998055078246
5,9.475029366453672
6,2.5155917023613714
7,9.63139430570555
8,1.19695671501582
9,6.507375172476807
10,2.530711379780465
11,0.5085802242282944
12,2.2703975533113816
13,2.019531065549577
14,9.047778461042865
15,8.12337633451523
16,8.560152362674593
17,0.05283356027191877
18,3.167440269109485
19,9.956363731512628
20,0.18920797230922548
21,5.469771761430753
22,8.700265275674758
23,7.298633218009945
24,1.530358762161581
25,8.765191181122216
26,0.19497537164448353
27,0.18911815041600333
28,3.4653753467985995
29,3.585559311108354
30,5.844033189707809
31,3.1234122850737824
32,9.200979591935655
33,6.41844923789447
34,6.488097054554066
35,7.595647591318176
36,2.8088516733649795
37,9.837753190095707
38,1.3895573739020262
39,7.138721955601278
40,2.2721742719417524
41,1.929749584376359
42,6.61287454402986
43,5.324892415006839
44,7.929278093405841
45,0.8768350473434694
46,3.623214855843951
47,7.280814694110065
48,3.3880752106446788
49,3.3047363619005243
50,9.905004232094237
51,0.8925463518557464
52,7.9208621778578445
53,3.7319986690038975
54,0.2537655553404572
55,3.6851337120688124
56,7.186423489783012
57,9.305968174615193
58,3.594810875386697
59,8.409490696296483
60,0.40803559639118414
61,4.085638067352571
62,9.554576402395403
63,7.987968118070913
64,4.643843219655465
65,1.297986278080011
66,2.621199097784076
67,5.818963964286076
68,1.8952509978751775
69,0.6191351809954604
70,3.8854089936577676
71,5.8850400486644086
72,2.8953959086584846
73,9.430625855955284
74,5.989495260554072
75,8.055153774024664
76,0.735938933490472
77,0.22706166193752098
78,3.8442616761565116
79,5.259316313354617
80,7.510924740928999
81,1.1032077408645258
82,6.706602266414969
83,5.033024305437937
84,4.241638515412935
85,4.012943401859337
86,0.7699986739630738
87,1.5608415227123573
88,2.754290426388759
89,3.7571314850401394
90,9.300233685333401
91,2.648728697794268
92,5.983139027548079
93,8.109694306937707
94,0.05927339494612327
95,5.515928507112698
96,3.213184951795455
97,5.767158599091582
98,8.64153225789168
99,6.906496825617579
100,9.402624805261231
101,9.135281994178985
102,3.2882928831313762
103,3.152645212967159
104,9.418033431832272
105,1.7055402195040081
106,4.723412912929429
107,2.0113783267579177
108,7.628583293062563
109,4.1075667678062455
110,0.6001246534469551
111,6.895899795548183
112,0.6820895277840189
113,3.878720401671112
114,6.660564600424367
115,4.727397703965482
116,9.879617559455893
117,3.6054838561501623
118,4.817821286383629
119,7.514409924439346
120,2.322599093860508
121,5.906848514769295
122,2.0519145344596437
123,0.8125055083891752
124,9.458427579098204
125,6.10592527095166
126,1.768140887303442
127,4.337590807072066
128,8.462548685366155
129,9.16641010191391
130,5.660362438584446
131,9.515964616894555
132,9.489075084505064
133,6.229543719788837
134,6.342397584622886
135,7.735654735240113
136,0.7066993206456873
137,8.674562645902185
138,9.989710145281926
139,5.103090692614857
140,2.2460045423583597
141,2.926473983607222
142,0.07749643587334432
143,2.6044701969402784
144,3.820460708661929
145,3.828063451707693
146,2.509993004309851
147,1.9877336454578487
148,8.92104856122942
149,9.781071700331644
150,0.7898612734042587
151,3.8793185599514732
152,4.235524831886524
153,3.189001031519073
154,4.030197389902826
155,6.501329818311047
156,5.390147526639372
157,5.375403246080948
158,6.552618610432038
159,8.351647600171365
160,3.0037716272030943
161,9.939369594730204
162,7.759529628877727
163,0.6859844145264204
164,6.806203626975495
165,1.5184171478532449
166,9.287773313129824
167,6.4809157022807495
168,1.5811747637467577
169,6.312636119156716
170,5.959863220971292
171,4.192821223804107
172,2.257868460403798
173,2.746200650344033
174,2.0073006069025325
175,4.643886179454916
176,6.830151112612492
177,6.774026256253825
178,9.029708305646365
179,3.353772399141456
180,4.752825342894505
181,0.015657350950851745
182,0.33269761119641084
183,0.29007786475099384
184,2.618175444972586
185,1.2191711287478824
186,8.400968727846957
187,0.2803115566155223
188,6.74237962770439
189,5.949597936421678
190,5.793739022078299
191,0.043287866586885215
192,3.8012063395872717
193,7.718454458052715
194,9.959086620938676
195,4.740576897413947
196,6.2739520626068135
197,2.058446813373501
198,1.749389838467621
199,0.08897098621765576
200,3.596848474784017
201,9.273645169104197
202,5.580526463599914
203,3.4189124628307423
204,9.994329468862075
205,5.064794198826645
206,6.666215548257442
207,3.362372635238046
208,8.938533783354565
209,3.503766554082921
210,1.2195800780305044
211,2.996678107424845
212,6.594241051256765
213,4.5558708921509385
214,2.570948721474516
215,3.070929818389383
216,7.6443994419762875
217,7.322175953896096
218,0.9356783063609664
219,6.310395182459187
220,5.385986568988319
221,0.7344910623434076
222,0.9112085495398847
223,2.097583167444319
224,1.848604647335289
225,1.6696533229422972
226,4.834740277581286
227,6.633976694885321
228,0.6072421506125791
229,7.158037734960687
230,8.092721124946479
231,6.136144371259837
232,1.479091867573048
233,5.210160657091912
234,0.3033468644100923
235,7.685765427072758
236,3.769175834023865
237,2.4974274780135595
238,5.663718295555924
239,8.939260709052325
240,3.389594500004829
241,1.5617740174519035
242,9.374907084481755
243,7.993010786831358
244,0.2035891648193089
245,2.02978829191399
246,0.049761565396297947
247,2.8218112588960977
248,0.49218208912579
249,5.188362146967171
250,4.111531857277666
251,9.687310332026858
252,8.115110145213528
253,1.6316471905799323
254,9.145681041719401
255,3.2433663634240317
256,7.415672579799605
257,4.8166756646213384
258,6.16897679672663
259,1.7201239200115692
260,1.8732782229869505
261,1.4165531458914415
262,7.940673274267905
263,7.478461336354582
264,7.147591867430448
265,2.7796483952948337
266,4.767625507169023
267,9.937566340146537
268,0.2890010313799951
269,2.571740300029809
270,3.5937128136717824
271,6.967935375690814
272,9.233614165939679
273,7.94852272670289
274,6.758178366328278
275,0.36811539733784704
276,1.9473846333788913
277,4.017471914216601
278,2.4689705434388367
279,0.5127277696673926
280,7.320491234915398
281,1.7961187135295797
282,2.1684371999526353
283,2.021025945784314
284,8.283022460126121
285,8.450259917216403
286,1.889200601209402
287,5.060887687754921
288,6.818168463616953
289,4.611164676571464
290,4.277407839859783
291,6.722368741616177
292,9.531725093595629
293,6.811160286855521
294,4.256062166994175
295,1.8214373838221043
296,2.26524206007229
297,0.8579962931424812
298,3.213600198186116
299,5.913036531753234
300,2.1094233526123185
301,5.202391549834599
302,1.914667621345143
303,6.621529936812509
304,8.209349721028898
305,6.267707392768309
306,7.1905628250094225
307,6.351238753476536
308,4.766188394990576
309,8.085337640776057
310,1.3826288794445685
311,1.7991702867259796
312,0.951542503087025
313,2.3218598464955886
314,8.399072320453001
315,8.49389687402451
316,9.652352918420231
317,2.9615270473050694
318,5.305238540992084
319,6.274191641499791
320,6.920634840341794
321,6.1074863640368555
322,9.112279896838473
323,1.6767239280565172
324,8.839161779100483
325,8.625583890256095
326,6.92631804580974
327,1.3388821300711617
328,5.395337866782068
329,7.594807226376488
330,4.782822627941915
331,0.26581422924849774
332,2.808871844798934
333,0.5000172201550401
334,7.804045227876992
335,6.074814417038221
336,9.062651168956705
337,5.015995835885113
338,8.146897159300014
339,0.07948240065383527
340,5.175168762463437
341,5.154678220554112
342,3.030952348496542
343,7.372762723362617
344,5.017945527342249
345,3.866152575157862
346,5.4822786339569385
347,5.211786827141026
348,7.312832823628943
349,6.263439830502301
350,5.018046415997999
351,6.5911836004300834
352,3.266350152519059
353,3.4917989862603918
354,4.0599971705705515
355,9.954501033609533
356,3.3200140585155005
357,8.031423286518535
358,4.143291945319582
359,7.8206429061852925
360,3.199793554290624
361,1.214517036037286
362,7.85356421012525
363,5.792064144012775
364,0.2417068577613335
365,9.863698719372367
366,9.086330939728931
367,6.789749596981002
368,5.286127003683293
369,1.0283852321468445
370,5.652223688233412
371,5.085095400270187
372,1.1477718905216439
373,6.400847177585468
374,5.435967952347208
375,1.354818347064678
376,0.013423613436635007
377,5.967135323041298
378,7.624749798987704
379,4.916519027716654
380,2.7018665435270526
381,5.6257414676948585
382,7.212868695289304
383,1.7346909670682242
384,5.477073431617039
385,2.3691563797280435
386,5.9310014599299965
387,5.298130769122993
388,1.944748739366805
389,4.233761359234424
390,7.234925696570645
391,7.247383308156889
392,7.427879155897145
393,3.6863855422041247
394,7.308959056355617
395,1.577375471305732
396,7.506159192250194
397,8.069274312416404
398,9.985895221073038
399,3.6236860191877596
400,8.71725984495187
401,9.584125296700904
402,8.130632733154341
403,7.456115907453132
404,6.833980502372524
405,4.8614878825479035
406,3.751532811591529
407,3.8635155846431655
408,9.337361562026228
409,9.049321835016311
410,6.587345780193391
411,6.280007756065279
412,9.866041714254376
413,9.059666250748673
414,4.603281321111692
415,3.307731335175097
416,5.451166719651512
417,6.753189595541239
418,6.296600457634466
419,1.0405334679197753
420,6.883197397791524
421,9.504966180820277
422,8.036822992229132
423,9.44638972643831
424,6.046270146261138
425,8.193205071685483
426,5.5801188611539345
427,7.005433949601034
428,4.050016467076096
429,7.0535347904552665
430,3.2801849149906523
431,5.239400293642057
432,4.617824539147763
433,6.999063081148663
434,0.7586007031474651
435,9.884865290829683
436,9.593345793140308
437,3.8489978958522997
438,8.961106522019781
439,5.0434248497853655
440,4.274488142270672
441,9.22423962365756
442,8.332006645764581
443,5.231106619641535
444,0.42190340819131533
445,4.749429135499986
446,9.478657295909354
447,6.756393494009458
448,9.599227657195236
449,4.957544661023122
450,9.068963716322914
451,6.583284048456434
452,5.694150602458389
453,7.57385161462207
454,9.925027435390977
455,5.976689131429361
456,4.281761425029335
457,7.590451426374019
458,0.7225759593441361
459,5.394472843946559
460,5.205268964894926
461,0.13418064420049447
462,7.823605149849101
463,5.230624474250195
464,4.351913059371016
465,0.8247966185441991
466,0.5961035412854854
467,9.046821055395897
468,0.06149588429945285
469,0.6009705918851049
470,1.6319531806287657
471,7.743454153442321
472,4.315973795244257
473,1.0714201373740428
474,4.816003650202823
475,1.153863441505668
476,6.511358152806171
477,3.0767103595985756
478,7.448511047955142
479,1.136306920151866
480,1.9885693037666596
481,1.2611721148095467
482,8.74234478584487
483,6.6472554918836435
484,4.609248097568683
485,8.406483233779946
486,2.5069690157750815
487,2.1256306431059158
488,9.974371759610325
489,5.140047998366812
490,6.2094881144675185
491,8.556663466807938
492,7.787331341360774
493,7.586398054997176
494,1.2720713934545047
495,4.3447561416609695
496,0.3014548717377852
497,9.713792352151161
498,1.6609495957327691
499,9.213122391971638
500,9.42121139814682
501,7.635568226937528
502,7.952575325073933
503,5.248376545734722
504,0.8629088619891012
505,9.9228290779001
506,5.386433536794756
507,7.831696933428224
508,6.818258150469898
509,6.27146627110367
510,7.331637582359018
511,6.784277738082523
512,9.685747467782807
513,1.8573541422404205
514,6.397667788378007
515,2.5490825755969846
516,6.586945719955278
517,3.5707830885333247
518,5.745300821938491
519,4.739027578996437
520,2.4684591742994098
521,3.4822615845632576
522,8.981830397925501
523,8.233998980189464
524,3.7203991189061822
525,4.457981987952313
526,3.778101404651925
527,7.094520057130707
528,8.449316428862018
529,2.9073925045613356
530,6.177940063012518
531,9.202733360335067
532,3.8850222598196895
533,9.204256391976948
534,1.7961187751001417
535,3.7440336097941818
536,0.8514591921739378
537,4.065612290060626
538,9.073274251708607
539,5.190448844675898
540,4.887834559115282
541,3.50160918861984
542,9.215912693120128
543,9.66432793576832
544,5.443423407924213
545,8.826673931037641
546,0.1469687475034409
547,1.9695781759220077
548,4.208086952233186
549,0.27398466915907305
550,6.870924222781106
551,9.87245048658713
552,4.121079877243792
553,2.9406391159538092
554,5.969854415561768
555,9.90816794668335
556,2.190937026049146
557,1.6367291589701438
558,3.7679544339845297
559,6.57359015223824
560,5.334912159981605
561,1.6298404849459691
562,7.993904057913909
563,0.6004975176269556
564,0.3547794826804962
565,9.160600088736562
566,1.9081517683245564
567,5.855196117697235
568,6.516548334923003
569,0.2334302561536128
570,7.462515471790584
571,6.2189410664077025
572,5.89865512570217
573,5.657179925386866
574,2.3013699295162295
575,4.526847920368278
576,8.283270101003756
577,3.2065244358248393
578,2.01239506570684
579,9.894233948341919
580,8.709237416898238
581,5.726951005648776
582,5.977277041619548
583,5.227413865815488
584,0.6660793016337274
585,6.375633051676262
586,4.873576054603879
587,4.364587890578731
588,0.7471344064759622
589,6.603302439892104
590,2.675406103318214
591,1.2173399376087446
592,0.15286540051595132
593,9.231453643800409
594,1.4188139604557193
595,6.874114169793084
596,0.3426418201773862
597,7.854500883691249
598,4.35817470563844
599,2.8288014434744637
600,8.831900442835517
601,5.303609710722636
602,5.221909084699528
603,1.7653515683083598
604,3.267363753500725
605,7.570670390357874
606,9.319352815253046
607,4.274518430903054
608,8.398616008853427
609,3.1958852826311936
610,2.168962732628543
611,8.571325544073435
612,0.5395456225783346
613,8.62478987205282
614,2.1059293853344982
615,6.9791033123496815
616,9.377699610550906
617,9.592036275479598
618,6.253189920895316
619,0.9349941790991878
620,1.6750874035234042
621,5.77995049239515
622,9.491123716230357
623,6.664606311328594
624,8.925639059320819
625,5.603678188285146
626,2.133786276425127
627,2.132001464388554
628,6.69867069417095
629,8.714357596761559
630,4.081123964840586
631,2.45481484459439
632,1.7251975299671185
633,7.637935073472137
634,9.188248139454835
635,8.81374920902854
636,5.968880709732999
637,4.924672307982555
638,6.619325347803931
639,3.7709077089000456
640,8.365310948941978
641,5.415569019130825
642,7.109059740229785
643,9.569151476773412
644,7.926417659299997
645,9.393614381273585
646,0.5849836570113287
647,7.7507396796554975
648,1.0283965825939656
649,1.6291211655759474
650,8.996811692935228
651,4.8251737289015235
652,0.5275812313357275
653,1.2100195531873614
654,4.092191715803751
655,4.433303865478415
656,8.833908063924088
657,9.101467416722086
658,7.455838386783061
659,2.153138548123801
660,6.438697860229551
661,4.39364805894452
662,4.324152014344275
663,5.020919966482853
664,8.702061973546078
665,2.375447203077641
666,6.3505625992386525
667,7.631482624020702
668,8.087759018556872
669,2.1445847903465562
670,9.961263248434697
671,4.052264337190888
672,2.264821466667657
673,3.2314932426521805
674,7.101016169886
675,3.289417915128351
676,3.0180470012345753
677,7.585797684790091
678,0.27285930251029433
679,0.32869955913270577
680,1.740292919739309
681,4.217333831304081
682,7.596286878892996
683,7.016915475495025
684,0.5699621506861396
685,7.17014186740462
686,8.765880431464794
687,9.117301986620722
688,0.7893556661993495
689,6.986245676817218
690,4.123704547977651
691,3.749666987936253
692,5.062251729914081
693,2.75533587345112
694,9.003278891264525
695,4.865277371332835
696,0.990582361503588
697,4.506383460050447
698,0.15978024900074606
699,9.45053908111148
700,5.798501719610375
701,3.7401714350633855
702,1.3602659378750925
703,7.76347993934108
704,3.753775059898272
705,2.454055201578896
706,7.44459039088751
707,3.6292281960867836
708,3.047928315968761
709,6.907824126543477
710,5.985863120631823
711,4.570054426404571
712,5.491988658812968
713,3.4208987762829524
714,4.2224854972787
715,9.930693404094614
716,4.7664352903239795
717,4.178348487767705
718,0.41076821255233376
719,2.4817738569865955
720,2.6450664203878693
721,1.8785475882630054
722,9.685576225146935
723,7.319328428600747
724,0.4379778970468118
725,9.670720559009082
726,2.313562027753905
727,7.0451793850929425
728,2.1457091412478277
729,3.0475246669518654
730,0.831612736768037
731,9.835542524604172
732,6.889854763242285
733,8.20594494071186
734,1.0322970663989084
735,3.9684451280712896
736,9.972088970580206
737,4.0778026279131785
738,7.647425420062105
739,8.627145592236516
740,7.955861132052754
741,9.646004406153457
742,8.491071899557234
743,5.861276385033287
744,9.370627376670024
745,4.15397707683208
746,2.4508055692458983
747,6.0893042770763675
748,9.785166981407132
749,5.0970297948465415
750,6.493828848348398
751,4.18926647472623
752,6.318823110607024
753,0.9215552515714143
754,9.63048243328952
755,4.984001319765287
756,9.451892605247883
757,1.7032563482997454
758,5.919837969896209
759,4.840765184002431
760,4.037900122614314
761,8.018762690653215
762,3.857515396968094
763,8.338465346663021
764,6.997590596819534
765,6.584353997938538
766,6.239679134967364
767,6.338576889107804
768,9.892001820702077
769,0.14928773791802463
770,2.2337660913005375
771,4.8536087472101075
772,4.182667503107368
773,7.5063885672190525
774,6.749538282147656
775,0.35860124347638855
776,1.2709882586389964
777,6.086699462178703
778,0.785085209980988
779,0.727887056344293
780,0.03335863482446966
781,1.1101353489950783
782,4.6898706371476715
783,7.492996814120534
784,0.005776696461802233
785,3.391314943996664
786,4.962180916964116
787,4.428156199966113
788,5.500366369524565
789,7.376296160567465
790,0.8332049791857032
791,9.002439378975037
792,0.8747948929284333
793,2.712620895704588
794,6.0700661524741975
795,2.7900541643195753
796,1.8974679754477275
797,4.315409705297268
798,4.85371349565653
799,1.2981807177362092
800,7.790285545363963
801,3.0415887030823043
802,4.120739545400242
803,8.492880551922815
804,6.525897434299025
805,6.5001408137344265
806,1.8081481924453868
807,0.35125301895983285
808,7.198732384509469
809,0.8233139511660648
810,6.855773680088637
811,2.0987329023261223
812,6.245156155151358
813,9.899901088850061
814,0.5603220099046557
815,5.587915184808374
816,0.7800611130231461
